0	0	0	0	0	0
256	0	0	234	3	0
512	0	0	469	6	0
768	0	0	704	9	0
1024	0	0	938	12	0
1280	0	0	1172	15	0
1536	0	0	1407	18	0
1792	0	0	1641	21	0
2048	0	0	1876	24	0
2303	0	0	2110	27	0
2559	0	0	2344	30	0
2815	0	0	2578	33	0
3071	0	0	2812	36	0
3327	0	0	3048	39	0
3583	0	0	3282	42	0
3839	0	0	3516	45	0
4095	0	0	3751	48	0
0	256	0	7	250	3
256	256	0	241	253	3
512	256	0	475	256	3
768	256	0	710	259	2
1024	256	0	945	262	2
1280	256	0	1179	265	2
1536	256	0	1413	268	2
1792	256	0	1648	271	2
2048	256	0	1883	274	2
2303	256	0	2116	277	2
2559	256	0	2350	280	1
2815	256	0	2585	283	1
3071	256	0	2819	286	1
3327	256	0	3054	289	1
3583	256	0	3289	292	1
3839	256	0	3523	295	1
4095	256	0	3757	298	1
0	512	0	13	499	6
256	512	0	248	502	6
512	512	0	482	505	5
768	512	0	717	508	5
1024	512	0	951	511	5
1280	512	0	1186	514	5
1536	512	0	1420	517	5
1792	512	0	1654	520	5
2048	512	0	1889	523	5
2303	512	0	2123	526	4
2559	512	0	2357	529	4
2815	512	0	2591	533	4
3071	512	0	2826	536	4
3327	512	0	3061	539	4
3583	512	0	3295	542	4
3839	512	0	3529	545	4
4095	512	0	3764	548	3
0	768	0	20	749	8
256	768	0	254	752	8
512	768	0	488	755	8
768	768	0	724	758	8
1024	768	0	958	761	8
1280	768	0	1192	764	8
1536	768	0	1427	767	8
1792	768	0	1661	770	8
2048	768	0	1896	773	7
2303	768	0	2129	776	7
2559	768	0	2364	779	7
2815	768	0	2598	782	7
3071	768	0	2832	785	7
3327	768	0	3068	788	7
3583	768	0	3302	791	7
3839	768	0	3536	794	6
4095	768	0	3770	797	6
0	1024	0	26	999	11
256	1024	0	261	1002	11
512	1024	0	495	1005	11
768	1024	0	730	1009	11
1024	1024	0	965	1012	11
1280	1024	0	1199	1015	11
1536	1024	0	1433	1018	10
1792	1024	0	1667	1021	10
2048	1024	0	1902	1024	10
2303	1024	0	2136	1026	10
2559	1024	0	2370	1029	10
2815	1024	0	2605	1032	10
3071	1024	0	2839	1035	10
3327	1024	0	3073	1038	10
3583	1024	0	3308	1041	9
3839	1024	0	3543	1044	9
4095	1024	0	3777	1047	9
0	1280	0	33	1249	14
256	1280	0	267	1252	14
