3000	1	0.5963	0.2325
3050	1	0.601	0.2394
3100	1	0.6167	0.2509
3150	1	0.6273	0.2594
3200	1	0.6331	0.2706
3250	1	0.641	0.2801
3300	1	0.646	0.2922
3350	1	0.6557	0.2997
3400	1	0.6641	0.3094
3450	1	0.6708	0.32
3500	1	0.6784	0.3319
3550	1	0.685	0.3433
3600	1	0.6816	0.3489
3650	1	0.6955	0.3627
3700	1	0.712	0.3771
3750	1	0.7141	0.3853
3800	1	0.7252	0.3968
3850	1	0.7311	0.4077
3900	1	0.7374	0.4195
3950	1	0.7432	0.4304
4000	1	0.7514	0.4411
4050	1	0.7575	0.4528
4100	1	0.7639	0.4626
4150	1	0.7686	0.473
4200	1	0.7756	0.486
4250	1	0.7812	0.495
4300	1	0.7856	0.506
4350	1	0.79	0.516
4400	1	0.7955	0.5297
4450	1	0.8026	0.5418
4500	1	0.8054	0.552
4550	1	0.7984	0.5562
4600	1	0.8157	0.5728
4650	1	0.8228	0.5829
4700	1	0.8252	0.5937
4750	1	0.8292	0.6036
4800	1	0.8356	0.6162
4850	1	0.8398	0.6267
4900	1	0.8446	0.6376
4950	1	0.8481	0.6482
5000	1	0.8522	0.6568
5050	1	0.856	0.6665
5100	1	0.8505	0.6715
5150	1	0.8656	0.6887
5200	1	0.8697	0.6997
5250	1	0.8743	0.7098
5300	1	0.8749	0.7184
5350	1	0.8751	0.7301
5400	1	0.8863	0.7417
5450	1	0.8866	0.75
5500	1	0.8921	0.7605
5550	1	0.8947	0.769
5600	1	0.8966	0.7793
5650	1	0.9001	0.789
5700	1	0.9022	0.7972
5750	1	0.9056	0.8075
5800	1	0.9064	0.8188
5850	1	0.9047	0.8258
5900	1	0.9124	0.8333
5950	1	0.9161	0.8441
6000	1	0.9192	0.8547
6050	1	0.9233	0.863
6100	1	0.9229	0.8753
6150	1	0.9263	0.8765
6200	1	0.9297	0.89
6250	1	0.9301	0.8971
6300	1	0.9335	0.9061
6350	1	0.9377	0.9168
6400	1	0.9398	0.9277
6450	1	0.9408	0.9347
6500	1	0.9441	0.9433
6550	1	0.9445	0.9517
6600	1	0.9468	0.9589
6650	1	0.9511	0.9676
6700	1	0.953	0.976
6750	1	0.9546	0.9845
6800	1	0.9625	0.993
6850	1	0.9585	0.9989
6900	1	0.9531	1
6950	1	0.9479	1
7000	1	0.9415	1
7050	1	0.9376	1
7100	0.9642	0.9304	1
7150	0.9561	0.9268	1
7200	0.9497	0.9215	1
7250	0.941	0.9176	1
7300	0.9326	0.9115	1
7350	0.9278	0.9105	1
7400	0.9225	0.904	1
7450	0.9159	0.9	1
7500	0.912	0.8965	1
7550	0.9038	0.8909	1
7600	0.8924	0.8895	1
7650	0.8902	0.8842	1
7700	0.8861	0.8796	1
7750	0.8796	0.8762	1
7800	0.8699	0.8705	1
7850	0.8714	0.8662	1
7900	0.8624	0.8637	1
7950	0.8614	0.8606	1
8000	0.8532	0.8536	1
