0	0	0	0	0	0
256	0	0	190	10	4
512	0	0	379	21	7
768	0	0	569	31	10
1024	0	0	759	42	14
1280	0	0	948	52	17
1536	0	0	1138	62	21
1792	0	0	1328	73	25
2048	0	0	1516	83	27
2303	0	0	1705	94	31
2559	0	0	1895	104	35
2815	0	0	2085	114	38
3071	0	0	2274	125	42
3327	0	0	2464	135	45
3583	0	0	2654	146	48
3839	0	0	2843	156	52
4095	0	0	3033	166	56
0	256	0	59	225	16
256	256	0	248	235	20
512	256	0	437	246	24
768	256	0	627	256	26
1024	256	0	816	266	30
1280	256	0	1006	277	34
1536	256	0	1196	287	37
1792	256	0	1385	298	41
2048	256	0	1575	308	44
2303	256	0	1764	318	47
2559	256	0	1954	329	51
2815	256	0	2143	339	55
3071	256	0	2333	350	58
3327	256	0	2523	360	61
3583	256	0	2712	370	65
3839	256	0	2902	381	68
4095	256	0	3092	391	72
0	512	0	116	449	33
256	512	0	306	459	36
512	512	0	495	470	40
768	512	0	685	480	43
1024	512	0	875	490	46
1280	512	0	1065	502	50
1536	512	0	1254	512	54
1792	512	0	1444	523	57
2048	512	0	1634	533	60
2303	512	0	1822	543	64
2559	512	0	2012	554	67
2815	512	0	2202	564	71
3071	512	0	2390	574	75
3327	512	0	2580	585	77
3583	512	0	2770	595	81
3839	512	0	2959	606	85
4095	512	0	3149	616	88
0	768	0	175	674	49
256	768	0	364	684	53
512	768	0	554	694	56
768	768	0	744	705	60
1024	768	0	933	715	63
1280	768	0	1122	726	66
1536	768	0	1312	736	70
1792	768	0	1501	746	74
2048	768	0	1691	757	77
2303	768	0	1880	767	80
2559	768	0	2070	778	84
2815	768	0	2259	788	87
3071	768	0	2449	798	91
3327	768	0	2639	809	94
3583	768	0	2828	819	97
3839	768	0	3018	830	101
4095	768	0	3208	841	105
0	1024	0	232	899	65
256	1024	0	422	909	69
512	1024	0	612	919	73
768	1024	0	801	930	76
1024	1024	0	991	940	79
1280	1024	0	1181	951	83
1536	1024	0	1370	961	86
1792	1024	0	1560	971	90
2048	1024	0	1750	982	94
2303	1024	0	1939	992	96
2559	1024	0	2128	1002	100
2815	1024	0	2318	1013	104
3071	1024	0	2508	1023	107
3327	1024	0	2697	1034	111
3583	1024	0	2887	1044	114
3839	1024	0	3076	1054	117
4095	1024	0	3265	1065	121
0	1280	0	291	1122	81
256	1280	0	481	1133	85
512	1280	0	670	1143	89
768	1280	0	860	1155	92
1024	1280	0	1050	1165	95
1280	1280	0	1239	1175	99
1536	1280	0	1429	1186	102
1792	1280	0	1619	1196	106
2048	1280	0	1808	1207	110
2303	1280	0	1996	1217	112
2559	1280	0	2186	1227	116
2815	1280	0	2375	1238	120
3071	1280	0	2565	1248	123
3327	1280	0	2755	1259	127
3583	1280	0	2944	1269	130
3839	1280	0	3134	1279	133
4095	1280	0	3324	1290	137
0	1536	0	349	1347	98
256	1536	0	539	1358	101
512	1536	0	728	1368	105
768	1536	0	917	1379	109
1024	1536	0	1107	1389	111
1280	1536	0	1297	1399	115
1536	1536	0	1486	1410	119
1792	1536	0	1676	1420	122
2048	1536	0	1866	1431	126
2303	1536	0	2055	1441	129
2559	1536	0	2244	1451	132
2815	1536	0	2434	1462	136
3071	1536	0	2624	1472	140
3327	1536	0	2813	1482	143
3583	1536	0	3003	1494	146
3839	1536	0	3193	1504	150
4095	1536	0	3382	1515	153
0	1792	0	407	1572	114
256	1792	0	597	1583	118
512	1792	0	786	1593	121
768	1792	0	976	1603	125
1024	1792	0	1166	1614	129
1280	1792	0	1355	1624	131
1536	1792	0	1545	1635	135
1792	1792	0	1735	1645	139
2048	1792	0	1924	1655	142
2303	1792	0	2113	1666	146
2559	1792	0	2303	1676	149
2815	1792	0	2493	1687	152
3071	1792	0	2681	1697	156
3327	1792	0	2871	1707	160
3583	1792	0	3061	1718	163
3839	1792	0	3250	1728	166
4095	1792	0	3440	1739	170
0	2048	0	466	1796	130
256	2048	0	655	1807	134
512	2048	0	845	1818	138
768	2048	0	1035	1828	141
1024	2048	0	1224	1839	145
1280	2048	0	1414	1849	148
1536	2048	0	1603	1859	151
1792	2048	0	1792	1870	155
2048	2048	0	1982	1880	159
2303	2048	0	2171	1891	162
2559	2048	0	2361	1901	165
2815	2048	0	2550	1911	169
3071	2048	0	2740	1922	172
3327	2048	0	2930	1932	176
3583	2048	0	3119	1943	180
3839	2048	0	3309	1953	182
4095	2048	0	3499	1963	186
0	2303	0	523	2020	147
256	2303	0	713	2030	150
512	2303	0	902	2041	154
768	2303	0	1092	2051	158
1024	2303	0	1282	2062	161
1280	2303	0	1471	2072	164
1536	2303	0	1661	2082	168
1792	2303	0	1851	2093	171
2048	2303	0	2040	2103	175
2303	2303	0	2229	2114	179
2559	2303	0	2419	2124	181
2815	2303	0	2609	2135	185
3071	2303	0	2798	2146	189
3327	2303	0	2988	2156	192
3583	2303	0	3178	2167	196
3839	2303	0	3367	2177	199
4095	2303	0	3556	2187	202
0	2559	0	581	2245	163
256	2559	0	771	2255	167
512	2559	0	961	2266	170
768	2559	0	1150	2276	174
1024	2559	0	1340	2287	178
1280	2559	0	1530	2297	180
1536	2559	0	1720	2307	184
1792	2559	0	1909	2318	188
2048	2559	0	2099	2328	191
2303	2559	0	2287	2339	195
2559	2559	0	2476	2349	198
2815	2559	0	2666	2359	201
3071	2559	0	2856	2370	205
3327	2559	0	3045	2380	209
3583	2559	0	3235	2390	212
3839	2559	0	3425	2401	215
4095	2559	0	3614	2411	219
0	2815	0	640	2470	180
256	2815	0	830	2480	183
512	2815	0	1019	2491	187
768	2815	0	1208	2501	190
1024	2815	0	1398	2511	194
1280	2815	0	1587	2522	197
1536	2815	0	1777	2532	200
1792	2815	0	1967	2543	204
2048	2815	0	2156	2553	208
2303	2815	0	2345	2563	211
2559	2815	0	2535	2574	214
2815	2815	0	2725	2584	218
3071	2815	0	2914	2595	221
3327	2815	0	3104	2605	225
3583	2815	0	3294	2615	229
3839	2815	0	3483	2626	231
4095	2815	0	3673	2636	235
0	3071	0	698	2694	196
256	3071	0	887	2704	199
512	3071	0	1077	2715	203
768	3071	0	1267	2725	206
1024	3071	0	1456	2735	210
1280	3071	0	1646	2746	214
1536	3071	0	1836	2756	216
1792	3071	0	2025	2767	220
2048	3071	0	2215	2778	224
2303	3071	0	2404	2787	227
2559	3071	0	2594	2799	231
2815	3071	0	2783	2809	234
3071	3071	0	2973	2819	237
3327	3071	0	3162	2830	241
3583	3071	0	3351	2840	245
3839	3071	0	3541	2851	248
4095	3071	0	3731	2861	251
0	3327	0	756	2919	213
256	3327	0	946	2929	215
512	3327	0	1136	2939	219
768	3327	0	1325	2950	223
1024	3327	0	1515	2960	226
1280	3327	0	1705	2971	230
1536	3327	0	1893	2981	233
1792	3327	0	2083	2991	236
2048	3327	0	2273	3002	240
2303	3327	0	2461	3012	244
2559	3327	0	2651	3023	247
2815	3327	0	2841	3033	250
3071	3327	0	3030	3043	254
3327	3327	0	3220	3054	257
3583	3327	0	3410	3064	261
3839	3327	0	3599	3075	265
4095	3327	0	3789	3085	267
0	3583	0	814	3144	229
256	3583	0	1003	3154	232
512	3583	0	1193	3164	235
768	3583	0	1383	3175	239
1024	3583	0	1572	3185	243
1280	3583	0	1762	3195	246
1536	3583	0	1952	3206	249
1792	3583	0	2141	3216	253
2048	3583	0	2331	3227	256
2303	3583	0	2520	3237	260
2559	3583	0	2710	3247	264
2815	3583	0	2899	3258	266
3071	3583	0	3089	3268	270
3327	3583	0	3279	3279	274
3583	3583	0	3468	3289	277
3839	3583	0	3658	3299	281
4095	3583	0	3847	3310	284
0	3839	0	872	3367	245
256	3839	0	1062	3378	248
512	3839	0	1252	3388	252
768	3839	0	1441	3399	255
1024	3839	0	1631	3409	259
1280	3839	0	1821	3419	263
1536	3839	0	2010	3430	266
1792	3839	0	2200	3441	269
2048	3839	0	2390	3452	273
2303	3839	0	2579	3462	276
2559	3839	0	2767	3472	280
2815	3839	0	2957	3483	283
3071	3839	0	3147	3493	286
3327	3839	0	3336	3504	290
3583	3839	0	3526	3514	294
3839	3839	0	3716	3524	297
4095	3839	0	3905	3535	300
0	4095	0	931	3592	262
256	4095	0	1121	3603	265
512	4095	0	1310	3613	268
768	4095	0	1499	3624	272
1024	4095	0	1689	3634	275
1280	4095	0	1878	3644	279
1536	4095	0	2068	3655	283
1792	4095	0	2258	3665	285
2048	4095	0	2447	3675	289
2303	4095	0	2636	3686	293
2559	4095	0	2826	3696	296
2815	4095	0	3016	3707	300
3071	4095	0	3205	3717	303
3327	4095	0	3395	3727	306
3583	4095	0	3585	3738	310
3839	4095	0	3774	3748	314
4095	4095	0	3964	3759	317
0	0	256	9	5	199
256	0	256	197	15	203
512	0	256	387	26	207
768	0	256	577	36	210
