0	0	0	0	0	0
256	0	0	25	0	2
512	0	0	54	0	3
768	0	0	85	0	5
1024	0	0	117	0	7
1280	0	0	150	0	9
1536	0	0	184	0	11
1792	0	0	219	0	13
2048	0	0	254	0	15
2304	0	0	294	0	18
2560	0	0	345	0	21
2816	0	0	407	0	25
3072	0	0	485	0	29
3328	0	0	581	0	35
3584	0	0	699	0	42
3840	0	0	843	0	51
4095	0	0	1018	0	62
0	256	0	0	25	0
256	256	0	26	25	0
512	256	0	56	24	0
768	256	0	86	20	3
1024	256	0	118	6	6
1280	256	0	151	0	8
1536	256	0	185	0	10
1792	256	0	220	0	12
2048	256	0	255	0	15
2304	256	0	295	0	17
2560	256	0	345	0	20
2816	256	0	408	0	24
3072	256	0	486	0	29
3328	256	0	581	0	35
3584	256	0	699	0	42
3840	256	0	843	0	51
4095	256	0	1018	0	62
0	512	0	0	54	0
256	512	0	14	54	0
512	512	0	55	54	0
768	512	0	88	54	0
1024	512	0	120	52	0
1280	512	0	154	49	0
1536	512	0	187	44	6
1792	512	0	222	35	9
2048	512	0	257	13	12
2304	512	0	297	0	15
2560	512	0	347	0	18
2816	512	0	409	0	23
3072	512	0	487	0	28
3328	512	0	582	0	34
3584	512	0	700	0	41
3840	512	0	844	0	50
4095	512	0	1019	0	61
0	768	0	0	85	0
256	768	0	0	85	0
512	768	0	49	85	0
768	768	0	87	85	0
1024	768	0	122	85	0
1280	768	0	155	84	0
1536	768	0	189	82	0
1792	768	0	224	80	0
2048	768	0	259	75	3
2304	768	0	299	68	10
2560	768	0	349	55	15
2816	768	0	411	0	20
3072	768	0	489	0	25
3328	768	0	584	0	32
3584	768	0	701	0	39
3840	768	0	845	0	49
4095	768	0	1020	0	60
0	1024	0	0	117	0
256	1024	0	0	117	0
512	1024	0	30	117	0
768	1024	0	82	117	0
1024	1024	0	120	118	0
1280	1024	0	156	117	0
1536	1024	0	191	117	0
1792	1024	0	226	116	0
2048	1024	0	261	114	0
2304	1024	0	301	110	0
2560	1024	0	351	105	0
2816	1024	0	414	94	14
3072	1024	0	491	72	21
3328	1024	0	586	0	28
3584	1024	0	703	0	37
3840	1024	0	847	0	46
4095	1024	0	1022	0	58
0	1280	0	0	150	0
256	1280	0	0	150	0
512	1280	0	0	150	0
768	1280	0	71	151	0
1024	1280	0	116	151	0
1280	1280	0	154	151	0
1536	1280	0	191	151	0
1792	1280	0	227	150	0
2048	1280	0	263	149	0
2304	1280	0	303	148	0
2560	1280	0	354	144	0
2816	1280	0	416	139	0
3072	1280	0	493	128	13
3328	1280	0	589	106	23
3584	1280	0	706	47	33
3840	1280	0	849	0	43
4095	1280	0	1023	0	55
0	1536	0	0	184	0
256	1536	0	0	184	0
512	1536	0	0	184	0
768	1536	0	48	184	0
1024	1536	0	107	185	0
1280	1536	0	150	185	0
1536	1536	0	189	185	0
1792	1536	0	227	185	0
2048	1536	0	264	184	0
2304	1536	0	305	184	0
2560	1536	0	356	182	0
2816	1536	0	418	178	0
3072	1536	0	496	171	0
3328	1536	0	591	159	13
3584	1536	0	708	134	27
3840	1536	0	851	70	39
4095	1536	0	1023	0	52
0	1792	0	0	218	0
256	1792	0	0	219	0
512	1792	0	0	219	0
768	1792	0	0	219	0
1024	1792	0	92	219	0
1280	1792	0	143	219	0
1536	1792	0	185	220	0
1792	1792	0	225	220	0
2048	1792	0	263	220	0
2304	1792	0	305	219	0
2560	1792	0	357	218	0
2816	1792	0	420	216	0
3072	1792	0	498	212	0
3328	1792	0	594	203	0
3584	1792	0	711	187	17
3840	1792	0	854	155	34
4095	1792	0	1023	68	48
0	2048	0	0	254	0
256	2048	0	0	254	0
512	2048	0	0	254	0
768	2048	0	0	254	0
1024	2048	0	66	254	0
1280	2048	0	131	255	0
1536	2048	0	178	255	0
1792	2048	0	221	255	0
2048	2048	0	261	255	0
2304	2048	0	304	255	0
2560	2048	0	357	254	0
2816	2048	0	422	253	0
3072	2048	0	500	250	0
3328	2048	0	596	244	0
3584	2048	0	713	233	0
3840	2048	0	857	212	25
4095	2048	0	1023	168	43
0	2304	0	0	294	0
256	2304	0	0	294	0
512	2304	0	0	294	0
768	2304	0	0	294	0
1024	2304	0	0	294	0
1280	2304	0	110	294	0
1536	2304	0	167	295	0
1792	2304	0	214	295	0
2048	2304	0	256	295	0
2304	2304	0	302	295	0
2560	2304	0	357	295	0
2816	2304	0	422	294	0
3072	2304	0	502	292	0
3328	2304	0	599	289	0
3584	2304	0	716	281	0
3840	2304	0	860	266	0
4095	2304	0	1023	237	34
0	2560	0	0	344	0
256	2560	0	0	344	0
512	2560	0	0	344	0
768	2560	0	0	344	0
1024	2560	0	0	344	0
1280	2560	0	59	345	0
1536	2560	0	145	345	0
1792	2560	0	200	345	0
2048	2560	0	247	345	0
2304	2560	0	296	346	0
2560	2560	0	354	346	0
2816	2560	0	422	345	0
3072	2560	0	503	345	0
3328	2560	0	601	342	0
3584	2560	0	719	337	0
3840	2560	0	863	327	0
4095	2560	0	1023	307	3
0	2816	0	0	406	0
256	2816	0	0	406	0
512	2816	0	0	407	0
768	2816	0	0	407	0
1024	2816	0	0	407	0
1280	2816	0	0	407	0
1536	2816	0	95	407	0
1792	2816	0	173	408	0
2048	2816	0	229	408	0
2304	2816	0	284	408	0
2560	2816	0	346	409	0
2816	2816	0	418	409	0
3072	2816	0	502	408	0
3328	2816	0	602	407	0
3584	2816	0	722	404	0
3840	2816	0	867	397	0
4095	2816	0	1023	384	0
0	3072	0	0	484	0
256	3072	0	0	484	0
512	3072	0	0	484	0
768	3072	0	0	484	0
1024	3072	0	0	484	0
1280	3072	0	0	485	0
1536	3072	0	0	485	0
1792	3072	0	111	485	0
2048	3072	0	194	486	0
