0	0	0	0	0	0
62	0	0	49	0	3
123	0	0	96	0	6
185	0	0	153	0	19
254	0	0	220	0	31
308	0	0	283	0	35
386	0	0	390	0	37
451	0	0	500	0	38
482	0	0	565	0	38
513	0	0	629	0	39
544	0	0	700	0	39
575	0	0	780	0	39
606	0	0	868	0	40
637	0	0	930	0	38
668	0	0	956	0	38
800	0	0	1023	0	34
924	0	0	1023	0	34
0	62	0	0	43	0
62	62	0	43	42	0
123	62	0	92	35	0
185	62	0	153	23	5
254	62	0	228	0	8
308	62	0	292	0	23
386	62	0	399	0	31
451	62	0	512	0	34
482	62	0	575	0	35
513	62	0	640	0	36
544	62	0	711	0	37
575	62	0	794	0	37
606	62	0	883	0	37
637	62	0	933	0	36
668	62	0	959	0	37
800	62	0	1023	0	33
924	62	0	1023	0	33
0	123	0	0	82	29
62	123	0	11	80	0
123	123	0	78	77	0
185	123	0	143	70	0
254	123	0	221	60	0
308	123	0	292	49	4
386	123	0	415	31	8
451	123	0	547	0	10
482	123	0	610	0	17
513	123	0	679	0	21
544	123	0	751	0	25
575	123	0	837	0	27
606	123	0	919	0	29
637	123	0	945	0	30
668	123	0	971	0	31
800	123	0	1023	0	30
924	123	0	1023	0	30
0	185	0	0	129	48
62	185	0	0	127	34
123	185	0	58	124	0
185	185	0	124	120	0
254	185	0	205	109	0
308	185	0	279	99	0
386	185	0	404	83	0
451	185	0	538	69	2
482	185	0	610	63	6
513	185	0	688	56	8
544	185	0	775	48	9
575	185	0	871	41	10
606	185	0	933	32	11
637	185	0	962	21	12
668	185	0	991	0	12
800	185	0	1023	0	22
924	185	0	1023	0	25
0	254	0	0	186	64
62	254	0	0	185	56
123	254	0	0	182	0
185	254	0	94	178	0
254	254	0	178	171	0
308	254	0	255	163	0
386	254	0	385	147	0
451	254	0	520	131	0
482	254	0	592	124	0
513	254	0	671	117	0
544	254	0	758	109	0
575	254	0	855	101	0
606	254	0	926	94	0
637	254	0	956	86	5
668	254	0	986	78	7
800	254	0	1023	42	10
924	254	0	1023	43	21
0	308	0	0	238	64
62	308	0	0	237	60
123	308	0	0	236	34
185	308	0	68	233	0
254	308	0	152	229	0
308	308	0	231	221	0
386	308	0	362	205	0
451	308	0	499	188	0
482	308	0	572	180	0
513	308	0	652	173	0
544	308	0	739	164	0
575	308	0	834	155	0
606	308	0	921	146	0
637	308	0	951	138	0
668	308	0	982	129	0
800	308	0	1023	82	6
924	308	0	1023	71	19
0	386	0	0	321	71
62	386	0	0	321	65
123	386	0	0	321	49
185	386	0	13	323	0
254	386	0	115	319	0
308	386	0	189	315	0
386	386	0	319	304	0
451	386	0	453	290	0
482	386	0	532	282	0
513	386	0	615	273	0
544	386	0	698	263	0
575	386	0	797	252	0
606	386	0	898	242	0
637	386	0	934	231	0
668	386	0	969	220	0
800	386	0	1023	155	0
924	386	0	1023	119	16
0	451	0	0	409	78
62	451	0	0	409	73
123	451	0	0	410	57
185	451	0	0	415	28
254	451	0	83	415	0
308	451	0	156	412	0
386	451	0	281	401	0
451	451	0	414	391	0
482	451	0	489	382	0
513	451	0	568	373	0
544	451	0	655	364	0
575	451	0	751	354	0
606	451	0	852	340	0
637	451	0	915	327	0
668	451	0	953	314	0
800	451	0	1023	236	0
924	451	0	1023	170	11
0	482	0	0	459	81
62	482	0	0	459	77
123	482	0	0	461	63
185	482	0	0	466	36
254	482	0	68	468	0
308	482	0	141	466	0
386	482	0	265	458	0
451	482	0	392	445	0
482	482	0	465	438	0
513	482	0	547	428	0
544	482	0	632	420	0
575	482	0	725	407	0
606	482	0	828	393	0
637	482	0	900	380	0
668	482	0	941	365	0
800	482	0	1023	280	0
924	482	0	1023	198	6
0	513	0	0	512	83
62	513	0	0	512	81
123	513	0	0	514	67
185	513	0	0	520	42
254	513	0	52	525	0
308	513	0	126	523	0
386	513	0	247	515	0
451	513	0	370	504	0
482	513	0	443	498	0
513	513	0	524	490	0
544	513	0	609	480	0
575	513	0	697	469	0
606	513	0	800	454	0
637	513	0	885	439	0
668	513	0	930	423	0
800	513	0	1023	332	0
924	513	0	1023	229	0
0	544	0	0	568	87
62	544	0	0	568	83
123	544	0	0	572	72
185	544	0	0	577	49
254	544	0	33	585	0
308	544	0	112	581	0
386	544	0	230	576	0
451	544	0	349	566	0
482	544	0	419	560	0
513	544	0	495	554	0
544	544	0	581	543	0
575	544	0	668	532	0
606	544	0	770	520	0
637	544	0	870	506	0
668	544	0	916	489	0
800	544	0	1023	388	0
924	544	0	1023	269	0
0	575	0	0	626	91
62	575	0	0	626	88
123	575	0	0	630	77
185	575	0	0	635	54
254	575	0	0	645	0
308	575	0	95	643	0
386	575	0	211	636	0
451	575	0	327	629	0
482	575	0	393	622	0
513	575	0	466	617	0
544	575	0	553	609	0
575	575	0	642	600	0
606	575	0	742	592	0
637	575	0	851	579	0
668	575	0	902	559	0
800	575	0	1023	454	0
924	575	0	1023	315	0
0	606	0	0	682	96
62	606	0	0	685	92
123	606	0	0	689	80
185	606	0	0	696	61
254	606	0	0	708	21
308	606	0	77	710	0
386	606	0	192	703	0
451	606	0	306	697	0
482	606	0	369	689	0
513	606	0	441	684	0
544	606	0	525	678	0
575	606	0	616	672	0
606	606	0	713	663	0
637	606	0	828	654	0
668	606	0	886	633	0
800	606	0	1023	524	0
924	606	0	1023	367	0
0	637	0	0	752	102
62	637	0	0	755	98
123	637	0	0	757	86
185	637	0	0	768	67
254	637	0	0	781	33
308	637	0	60	789	0
386	637	0	171	784	0
451	637	0	284	776	0
482	637	0	345	773	0
513	637	0	416	765	0
544	637	0	499	760	0
575	637	0	589	753	0
606	637	0	686	746	0
637	637	0	794	735	0
668	637	0	867	713	0
800	637	0	1023	596	0
924	637	0	1023	423	0
0	668	0	0	831	108
62	668	0	0	834	104
123	668	0	0	835	83
185	668	0	0	841	72
254	668	0	0	848	41
308	668	0	39	854	0
386	668	0	152	851	0
451	668	0	261	849	0
482	668	0	320	847	0
513	668	0	391	844	0
544	668	0	470	840	0
575	668	0	556	833	0
606	668	0	650	824	0
637	668	0	752	813	0
668	668	0	836	791	0
800	668	0	1023	674	0
924	668	0	1023	492	0
0	800	0	0	1014	126
62	800	0	0	1016	122
123	800	0	0	1019	107
185	800	0	0	1023	87
254	800	0	0	1023	60
308	800	0	0	1023	40
386	800	0	65	1023	0
451	800	0	156	1023	0
482	800	0	202	1023	0
513	800	0	253	1023	0
544	800	0	313	1023	0
575	800	0	380	1023	0
606	800	0	456	1023	0
637	800	0	544	1023	0
668	800	0	638	1023	0
800	800	0	1023	1023	0
924	800	0	1023	884	0
0	924	0	0	1023	136
62	924	0	0	1023	133
123	924	0	0	1023	125
185	924	0	0	1023	115
254	924	0	0	1023	88
308	924	0	0	1023	67
386	924	0	0	1023	26
451	924	0	82	1023	0
482	924	0	126	1023	0
513	924	0	174	1023	0
544	924	0	227	1023	0
575	924	0	285	1023	0
606	924	0	350	1023	0
637	924	0	427	1023	0
668	924	0	514	1023	0
800	924	0	1002	1023	0
924	924	0	1023	1023	0
0	0	62	0	0	47
62	0	62	47	0	43
123	0	62	95	0	40
185	0	62	152	0	41
254	0	62	220	0	45
308	0	62	283	0	44
386	0	62	390	0	45
451	0	62	500	0	45
482	0	62	563	0	45
513	0	62	629	0	45
544	0	62	700	0	45
575	0	62	780	0	45
606	0	62	868	0	44
637	0	62	930	0	42
668	0	62	956	0	43
800	0	62	1023	0	42
924	0	62	1023	0	37
0	62	62	0	43	42
62	62	62	42	42	42
123	62	62	91	34	40
185	62	62	152	23	38
254	62	62	227	0	36
308	62	62	291	0	38
386	62	62	399	0	41
451	62	62	510	0	42
482	62	62	575	0	42
513	62	62	640	0	43
544	62	62	711	0	43
575	62	62	791	0	43
606	62	62	883	0	43
637	62	62	933	0	41
668	62	62	959	0	42
800	62	62	1023	0	41
924	62	62	1023	0	37
0	123	62	0	81	44
62	123	62	4	80	37
123	123	62	78	76	36
185	123	62	142	70	37
254	123	62	221	60	35
308	123	62	292	49	32
386	123	62	415	31	29
451	123	62	547	0	28
482	123	62	610	0	30
513	123	62	679	0	33
544	123	62	751	0	34
575	123	62	834	0	35
606	123	62	919	0	35
637	123	62	945	0	36
668	123	62	970	0	37
800	123	62	1023	0	34
924	123	62	1023	0	34
0	185	62	0	128	57
62	185	62	0	127	47
123	185	62	57	124	32
185	185	62	124	120	31
254	185	62	205	109	32
308	185	62	279	99	31
386	185	62	404	83	29
451	185	62	538	69	27
482	185	62	610	63	26
513	185	62	688	56	26
544	185	62	772	48	25
575	185	62	870	41	25
606	185	62	932	32	25
637	185	62	962	21	25
668	185	62	991	0	24
800	185	62	1023	0	28
924	185	62	1023	0	29
0	254	62	0	186	66
62	254	62	0	184	62
123	254	62	0	182	25
185	254	62	94	178	25
254	254	62	178	171	25
308	254	62	255	163	26
386	254	62	385	147	25
451	254	62	518	131	24
482	254	62	592	124	24
513	254	62	671	117	23
544	254	62	758	109	23
575	254	62	855	101	23
606	254	62	926	94	21
637	254	62	956	86	23
668	254	62	986	78	22
800	254	62	1023	42	19
924	254	62	1023	43	26
0	308	62	0	237	70
62	308	62	0	237	63
123	308	62	0	236	43
185	308	62	67	233	19
254	308	62	151	229	19
308	308	62	230	220	19
386	308	62	362	205	21
451	308	62	499	188	20
482	308	62	572	180	20
513	308	62	652	173	20
544	308	62	739	164	21
575	308	62	834	155	20
606	308	62	921	146	19
637	308	62	951	138	19
668	308	62	981	129	19
800	308	62	1023	82	17
924	308	62	1023	71	25
0	386	62	0	320	78
62	386	62	0	320	73
123	386	62	0	321	53
185	386	62	0	324	12
254	386	62	110	321	0
308	386	62	185	316	4
386	386	62	317	304	8
451	386	62	453	289	11
482	386	62	534	281	11
513	386	62	617	272	12
544	386	62	701	262	13
575	386	62	799	251	14
606	386	62	901	240	14
637	386	62	935	229	15
668	386	62	970	218	15
800	386	62	1023	155	14
924	386	62	1023	119	22
0	451	62	0	407	85
62	451	62	0	409	81
123	451	62	0	410	65
185	451	62	0	414	37
254	451	62	71	417	0
308	451	62	147	414	0
386	451	62	275	403	0
451	451	62	410	391	0
482	451	62	487	383	0
513	451	62	568	373	0
544	451	62	658	363	0
575	451	62	754	352	0
606	451	62	858	338	0
637	451	62	917	325	0
668	451	62	955	311	1
800	451	62	1023	232	9
924	451	62	1023	170	17
0	482	62	0	458	87
62	482	62	0	459	84
123	482	62	0	461	71
185	482	62	0	466	44
254	482	62	52	472	0
308	482	62	130	468	0
386	482	62	257	459	0
451	482	62	387	446	0
482	482	62	461	438	0
513	482	62	545	428	0
544	482	62	632	419	0
575	482	62	728	405	0
606	482	62	831	391	0
637	482	62	904	376	0
668	482	62	945	362	0
800	482	62	1023	274	2
924	482	62	1023	198	14
0	513	62	0	510	92
62	513	62	0	512	87
123	513	62	0	514	75
185	513	62	0	520	50
254	513	62	32	529	0
308	513	62	114	525	0
